transaction_month,transaction_year,item_code,item_name,category_name,active_selling_days,total_volume_kg,avg_daily_velocity_kg,volume_volatility,demand_cv_pct
2022-03-01 00:00:00,2020-01-01 00:00:00,102900011033944,Yunnan Shengcai,Flower/Leaf Vegetables,4,39.000,1.3807307692307693,0.798947571465875,73.5
2022-12-01 00:00:00,2021-01-01 00:00:00,102900005125815,Wuhu Green Pepper (1),Capsicum,6,786.000,0.485,10.25881112451661,30.1
2023-01-01 00:00:00,2020-01-01 00:00:00,102900011006689,Wuhu Green Pepper (1),Flower/Leaf Vegetables,31,6.000,41.13674193548387,3.1447822138287718,55.0
2021-01-01 00:00:00,2020-01-01 00:00:00,102900011006689,Wuhu Green Pepper (1),Edible Mushroom,29,166.000,17.018387096774195,5.430951859042584,57.1
2022-12-01 00:00:00,2021-01-01 00:00:00,102900011006689,Yunnan Lettuce (Bag),Edible Mushroom,28,453.983,1.6223333333333334,3.295222384913913,63.0
2023-04-01 00:00:00,2021-01-01 00:00:00,102900011008164,Garden Chrysanthemum (Bag),Edible Mushroom,28,154.583,2.0518181818181818,8.075191108187893,65.7
2022-03-01 00:00:00,2021-01-01 00:00:00,102900011008164,Garden Chrysanthemum (Bag),Edible Mushroom,31,681.576,1.67648,1.7577666482623877,71.1
2022-07-01 00:00:00,2022-01-01 00:00:00,102900011008164,Fresh Edible Fungus (2),Edible Mushroom,6,835.942,0.64276,4.371914496377572,
2023-01-01 00:00:00,2022-01-01 00:00:00,102900005115878,Green Eggplant (1),Flower/Leaf Vegetables,12,266.943,32.96774193548387,2.902454551623922,61.0
2022-02-01 00:00:00,2023-01-01 00:00:00,102900005115878,Green Eggplant (1),Flower/Leaf Vegetables,30,452.098,2.9683,0.4822468247692257,86.0
2022-09-01 00:00:00,2020-01-01 00:00:00,102900011008522,Green Eggplant (1),Edible Mushroom,30,39.908,3.41655,26.904174918855876,67.7
2022-03-01 00:00:00,2021-01-01 00:00:00,102900011008522,Millet Pepper,Edible Mushroom,31,527.570,6.636363636363637,2.7882299325897146,40.3
2022-08-01 00:00:00,2021-01-01 00:00:00,102900011008522,Eggplant (2),Flower/Leaf Vegetables,30,9.734,1.0,3.452813333207936,44.4
2020-12-01 00:00:00,2023-01-01 00:00:00,102900011009277,Wawacai,Flower/Leaf Vegetables,20,45.140,2.7328260869565217,1.9960871763488728,63.7
2021-12-01 00:00:00,2023-01-01 00:00:00,102900011009277,Xiaoqingcai (1),Flower/Leaf Vegetables,31,41.912,5.8,2.632581357039679,76.5
2021-04-01 00:00:00,2023-01-01 00:00:00,102900005116530,Xiaoqingcai (1),Flower/Leaf Vegetables,31,16.069,13.777777777777779,1.6781098575448128,47.1
2021-05-01 00:00:00,2020-01-01 00:00:00,102900005115779,Xiaoqingcai (1),Edible Mushroom,15,471.907,7.6258,1.4570367319393671,57.5
2021-12-01 00:00:00,2022-01-01 00:00:00,102900005115946,Caixin (Bag),Edible Mushroom,31,25.680,0.53,2.082770716490719,35.9
2022-05-01 00:00:00,2020-01-01 00:00:00,102900005116714,Caixin (Bag),Edible Mushroom,29,0.064,8.522625,6.284877798627287,74.6
2020-10-01 00:00:00,2021-01-01 00:00:00,102900005116837,Caixin (Bag),Capsicum,27,10.155,42.12767741935484,4.018836944041857,81.7
2021-06-01 00:00:00,2022-01-01 00:00:00,102900005116837,Caixin (Bag),Capsicum,30,129.000,19.806451612903224,9.038461548726978,40.0
2023-01-01 00:00:00,2020-01-01 00:00:00,102900005119098,Green Hot Peppers (Bag),Flower/Leaf Vegetables,31,60.000,7.097933333333333,0.3779644730092272,70.6
2020-10-01 00:00:00,2022-01-01 00:00:00,102900005119098,Green Hot Peppers (Bag),Flower/Leaf Vegetables,30,5.000,3.619310344827586,0.0,49.6
2021-10-01 00:00:00,2023-01-01 00:00:00,102900005119098,Red Hang Pepper (Bag),Flower/Leaf Vegetables,4,1.522,10.208677419354839,2.1459361632645835,67.1
2022-08-01 00:00:00,2020-01-01 00:00:00,102900005119098,Green Eggplant (2),Flower/Leaf Vegetables,30,5.274,1.6666666666666667,1.8737959096740262,37.4
2022-09-01 00:00:00,2021-01-01 00:00:00,102900005119944,Chinese Cabbage Seedling,Flower/Leaf Vegetables,31,225.000,10.233333333333333,2.5795177000024347,60.6
2020-10-01 00:00:00,2022-01-01 00:00:00,106949711300068,Garden Chrysanthemum,Flower/Leaf Vegetables,30,688.000,12.38888888888889,1.190974832912761,62.2
2021-01-01 00:00:00,2022-01-01 00:00:00,106971533450003,Garden Chrysanthemum,Flower/Leaf Vegetables,20,34.000,5.428571428571429,10.100807680055773,45.0
2022-12-01 00:00:00,2023-01-01 00:00:00,102900005116899,Sweet Chinese Cabbage,Edible Mushroom,15,75.000,5.9,1.4142135623730951,45.0
2023-02-01 00:00:00,2022-01-01 00:00:00,102900011008164,Sweet Chinese Cabbage,Edible Mushroom,21,52.000,5.516129032258065,4.726582244089796,80.8
2020-09-01 00:00:00,2020-01-01 00:00:00,102900011032022,Sweet Chinese Cabbage,Flower/Leaf Vegetables,30,6.176,2.1875,4.776986811682856,37.0
2021-10-01 00:00:00,2023-01-01 00:00:00,102900011032022,Water Chestnut,Flower/Leaf Vegetables,25,329.010,0.6383333333333333,3.812161916375886,28.0
2020-11-01 00:00:00,2023-01-01 00:00:00,102900005118831,Water Chestnut,Edible Mushroom,4,179.821,3.935,10.36250684299497,68.2
2020-12-01 00:00:00,2022-01-01 00:00:00,102900011023464,Xixia Xianggu Mushroom (2),Capsicum,31,52.000,2.6,11.404483880587607,67.1
2021-09-01 00:00:00,2022-01-01 00:00:00,102900011023464,Needle Mushroom (Box),Capsicum,30,37.000,4.111111111111111,5.127156332935987,44.5
2021-05-01 00:00:00,2022-01-01 00:00:00,102900011023464,Bell Pepper (1),Flower/Leaf Vegetables,31,168.000,7.304347826086956,7.444390297344273,
2022-08-01 00:00:00,2022-01-01 00:00:00,102900011030134,Millet Pepper,Edible Mushroom,27,134.741,4.812178571428572,1.5421319806526397,44.4
2022-02-01 00:00:00,2023-01-01 00:00:00,102900011030134,Millet Pepper,Edible Mushroom,9,30.912,1.23648,20.93351197261405,50.8
2022-09-01 00:00:00,2022-01-01 00:00:00,102900011030134,Water Chestnut (Lingjiao),Flower/Leaf Vegetables,28,0.284,0.284,15.439155456167274,73.7
2022-11-01 00:00:00,2021-01-01 00:00:00,102900011030134,Jigu Mushroom (Bunch),Flower/Leaf Vegetables,30,81.611,4.295315789473684,39.79792182595112,82.3
2023-07-01 00:00:00,2022-01-01 00:00:00,102900011031582,Jigu Mushroom (Bunch),Flower/Leaf Vegetables,23,57.786,1.9262000000000001,5.060472103844967,64.3
2022-07-01 00:00:00,2021-01-01 00:00:00,102900011031582,Jigu Mushroom (Bunch),Flower/Leaf Vegetables,1,48.408,1.792888888888889,0.4570447720784153,61.0
2022-09-01 00:00:00,2020-01-01 00:00:00,102900011032213,Red Lotus Root Zone,Flower/Leaf Vegetables,31,307.565,6.061096774193548,5.988236331256004,52.6
2022-11-01 00:00:00,2021-01-01 00:00:00,102900011033975,Jicai,Aquatic Tuberous Vegetables,29,356.049,2.6689999999999996,26.296315887609342,51.4
2021-01-01 00:00:00,2021-01-01 00:00:00,102900011035849,Lotus Root Tip,Aquatic Tuberous Vegetables,18,67.510,22.56067741935484,17.11743685597445,70.0
2022-05-01 00:00:00,2020-01-01 00:00:00,102900011013274,Huangbaicai (2),Capsicum,30,925.000,17.7919,13.326006018950778,49.1
2022-07-01 00:00:00,2021-01-01 00:00:00,102900011013274,Huangbaicai (2),Capsicum,30,45.721,8.224354838709678,6.0014397175864005,50.3
2022-11-01 00:00:00,2022-01-01 00:00:00,102900011030141,Huangbaicai (2),Aquatic Tuberous Vegetables,2,36.445,6.913366666666667,7.769948070821054,50.3
2023-06-01 00:00:00,2022-01-01 00:00:00,102900011032732,Apricot Bao Mushroom (2),Flower/Leaf Vegetables,30,917.697,3.042133333333333,5.488624600025036,56.4
